         MJD         m       dm       uJy   duJy F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset      duJy_new
59689.479537 18.857417      NaN      37.0     24 o    0     1.15 210.91067 54.31166 10476.38  1379.98 2.97 2.75 -43.5 -0.517    18.80 19.80 01a59689o0395o  0x80000           5     26.356315
59689.479994 18.878500      NaN      29.0     26 o    0     0.92 210.91067 54.31166  1179.93  1747.49 2.85 2.73 -47.3 -0.550    18.86 19.81 01a59689o0396o   0x0000           5     28.189632
59691.447852 17.271805      NaN      96.0    119 o    0     0.98 210.91067 54.31166  8861.13  5183.74 2.51 2.06  29.9 -0.460    17.17 17.90 02a59691o0380o   0x0000           5    119.497512
59691.453367 16.958247      NaN     213.0    130 o    0     1.11 210.91067 54.31166  8919.84  5264.13 2.51 2.10  29.8 -0.470    17.00 17.77 02a59691o0392o   0x0000           5    130.455568
59693.396861 19.766969      NaN      -9.0     15 o    0     1.13 210.91067 54.31166  9263.54  8939.31 3.01 2.80  46.6 -0.429    19.27 20.64 01a59693o0382o  0x80000           5     18.537943
59693.398692 19.014394      NaN      -3.0     30 o    0     0.86 210.91067 54.31166  9243.50  8899.68 2.95 2.79  46.0 -0.436    18.73 20.05 01a59693o0386o 0x400400           5     31.916380
59693.408770 16.397831      NaN     497.0    170 o    0     0.95 210.91067 54.31166  9305.46  8976.91 3.30 2.82  44.0 -0.499    16.12 17.49 01a59693o0407o 0x400802           5    170.348629
59693.416601 19.089302      NaN      -2.0     28 o    0     0.98 210.91067 54.31166  9319.05  8861.29 2.95 2.87  74.3 -0.431    17.86 19.16 01a59693o0424o  0x80000           5     30.044223
59697.498226 19.631075      NaN      -7.0     17 o    0     1.14 210.91067 54.31166  8671.50  1567.29 2.88 2.60 -57.7 -0.500    19.27 20.60 01a59697o0331o  0x80000           5     20.190476
59697.503755 19.569016      NaN     -16.0     18 o    0     0.83 210.91067 54.31166  8691.04  1607.32 2.81 2.59 -52.5 -0.502    19.21 20.51 01a59697o0343o  0x80000           5     21.039376
59697.508383 19.142275      NaN      25.0     20 o    0     0.93 210.91067 54.31166  8636.91  1534.34 2.82 2.62 -50.5 -0.495    19.18 20.39 01a59697o0353o  0x80000           5     22.774006
59697.522223 19.226921      NaN      25.0     18 o    0     0.90 210.91067 54.31166  8626.53  1656.23 2.78 2.67 -22.3 -0.473    19.15 20.34 01a59697o0383o  0x80000           5     21.039376
59709.416658 19.454622      NaN     -27.0     20 o    0     0.90 210.91067 54.31166  1429.08  3813.74 2.77 2.61 -44.4 -0.512    19.10 20.17 01a59709o0399o  0x80000           5     22.774006
59709.420339 19.569016      NaN       0.0     18 o    0     1.18 210.91067 54.31166  1449.88  3853.55 2.77 2.63 -39.7 -0.510    19.11 20.16 01a59709o0407o  0x80000           5     21.039376
59709.455401 19.609992      NaN      12.0     15 o    0     1.82 210.91067 54.31166  1401.16  3775.49 2.67 2.56 -34.4 -0.512    19.12 20.18 01a59709o0482o   0x0000           5     18.537943
59709.460961 19.569016      NaN     -16.0     18 o    0     1.23 210.91067 54.31166  1387.63  3891.37 2.83 2.59 -40.8 -0.512    19.10 20.17 01a59709o0494o   0x0000           5     21.039376
59711.404283 19.014394      NaN      -3.0     30 o    0     1.05 210.91067 54.31166  4747.32  3211.84 3.09 2.37  34.3 -0.419    18.58 19.23 02a59711o0365o   0x0000           5     31.916380
59711.407484 19.351140      NaN      -9.0     22 o    0     1.96 210.91067 54.31166  4728.95  3172.10 2.62 2.04  32.3 -0.439    18.74 19.28 02a59711o0372o   0x0000           5     24.549039
59711.441299 18.944322      NaN     -25.0     32 o    0     0.69 210.91067 54.31166  4781.46  3247.32 2.73 2.17  31.5 -0.433    18.60 19.15 02a59711o0445o   0x0000           5     33.803185
59711.469722 18.847027      NaN     -39.0     35 o    0     1.51 210.91067 54.31166  4800.64  3135.51 3.27 2.47  35.2 -0.415    18.15 18.82 02a59711o0506o   0x0000           5     36.655904
59713.414736 19.014394      NaN     -23.0     30 o    0     1.11 210.91067 54.31166  4094.98  9636.92 3.43 3.42 -28.0 -0.407    18.42 19.36 01a59713o0406o   0x0000           5     31.916380
59713.417966 19.212347      NaN     -39.0     25 o    0     1.19 210.91067 54.31166  4117.53  9676.24 2.86 2.79  43.0 -0.453    18.67 19.36 01a59713o0413o   0x0000           5     27.270044
59713.423491 19.212347      NaN     -10.0     25 o    0     1.18 210.91067 54.31166  4054.69  9599.80 3.24 2.95  55.0 -0.406    18.57 19.35 01a59713o0425o   0x0000           5     27.270044
59713.434576 18.816441      NaN      35.0     26 o    0     1.34 210.91067 54.31166  4039.20  9717.16 3.32 3.30  43.5 -0.413    18.51 19.34 01a59713o0449o   0x0000           5     28.189632
59715.419149 18.615142      NaN      24.0     37 o    0     1.27 210.91067 54.31166  7301.20  9051.24 2.19 2.10 -82.8 -0.447    18.65 18.95 02a59715o0411o   0x0000           5     38.570135
59715.422354 18.640491      NaN      12.0     40 o    0     1.04 210.91067 54.31166  7283.23  9010.72 2.14 2.10  54.7 -0.454    18.74 18.95 02a59715o0418o   0x0000           5     41.456668
59715.429210 18.702047      NaN       5.0     40 o    0     1.19 210.91067 54.31166  7337.12  9088.46 2.13 2.07  48.2 -0.467    18.70 18.94 02a59715o0433o   0x0000           5     41.456668
59715.439288 18.675237      NaN     -53.0     41 o    0     1.33 210.91067 54.31166  7355.45  8972.38 2.18 2.05  28.9 -0.448    18.67 18.93 02a59715o0455o   0x0000           5     42.422345
59717.391604 18.990530      NaN      13.0     28 o    0     0.94 210.91067 54.31166  4089.46  9634.68 3.68 3.62 -48.1 -0.379    18.49 19.73 01a59717o0342o   0x0000           5     30.044223
59717.394829 19.169763      NaN      -2.0     26 o    0     1.36 210.91067 54.31166  4112.56  9673.16 3.63 3.56 -45.8 -0.394    18.53 19.68 01a59717o0349o  0x80000           5     28.189632
59717.402195 18.878500      NaN      23.0     28 o    0     1.16 210.91067 54.31166  4051.18  9596.96 3.68 3.57 -47.5 -0.383    18.46 19.62 01a59717o0365o   0x0000           5     30.044223
59717.435288 19.089302      NaN      11.0     26 o    0     1.16 210.91067 54.31166  4042.00  9718.25 3.62 3.59  58.9 -0.381    18.47 19.59 01a59717o0436o   0x0000           5     28.189632
59721.386023 19.696897      NaN     -17.0     16 o    0     0.80 210.91067 54.31166  7450.32  5528.88 2.67 2.60 -43.3 -0.486    19.38 20.78 01a59721o0335o  0x80000           5     19.356015
59721.389243 19.766969      NaN       2.0     15 o    0     1.07 210.91067 54.31166  7471.71  5567.79 2.72 2.63  17.9 -0.470    19.38 20.76 01a59721o0342o  0x80000           5     18.537943
59721.395232 19.696897      NaN       5.0     16 o    0     0.86 210.91067 54.31166  7413.94  5495.79 2.78 2.60  27.3 -0.460    19.37 20.73 01a59721o0355o  0x80000           5     19.356015
59721.405360 19.766969      NaN     -13.0     15 o    0     1.06 210.91067 54.31166  7401.73  5614.89 2.73 2.64  15.0 -0.465    19.35 20.69 01a59721o0377o  0x80000           5     18.537943
59725.357217 19.419021      NaN      22.0     15 o    0     1.13 210.91067 54.31166  7447.35  5523.61 2.91 2.79  30.4 -0.447    19.33 20.77 01a59725o0273o  0x80000           5     18.537943
59725.360438 19.631075      NaN      17.0     13 o    0     1.23 210.91067 54.31166  7469.41  5561.55 2.79 2.78 -35.0 -0.464    19.32 20.75 01a59725o0280o  0x80000           5     16.960405
59725.365967 19.766969      NaN      -8.0     15 o    0     0.98 210.91067 54.31166  7408.98  5488.45 2.94 2.80  30.4 -0.441    19.31 20.74 01a59725o0292o  0x80000           5     18.537943
59725.401154 19.401649      NaN      14.0     18 o    0     0.69 210.91067 54.31166  7402.47  5608.96 2.91 2.81 -42.6 -0.463    19.17 20.41 01a59725o0367o   0x0000           5     21.039376
59729.414111 19.696897      NaN       1.0     16 o    0     1.03 210.91067 54.31166  1858.46  7603.25 2.63 2.61 -53.3 -0.468    19.09 20.46 01a59729o0378o   0x0000           5     19.356015
59729.417339 19.841877      NaN     -10.0     14 o    0     1.52 210.91067 54.31166  1882.44  7642.49 2.73 2.68  57.1 -0.448    19.15 20.55 01a59729o0385o  0x80000           5     17.738527
59729.423350 18.757738      NaN      20.0     33 o    0     1.10 210.91067 54.31166  1821.30  7564.98 2.68 2.57 -46.9 -0.475    18.96 20.33 01a59729o0398o  0x80000           5     34.751336
59729.438157 19.841877      NaN     -16.0     14 o    0     1.06 210.91067 54.31166  1808.37  7682.16 2.72 2.67 -52.0 -0.456    19.24 20.66 01a59729o0430o   0x0000           5     17.738527
59733.352317 20.009244      NaN     -36.0     12 o    0     1.38 210.91067 54.31166  1847.48  7602.13 2.66 2.46 -40.8 -0.490    19.47 21.07 01a59733o0257o   0x0000           5     16.206645
59733.355543 19.922338      NaN     -13.0     13 o    0     1.10 210.91067 54.31166  1869.28  7641.49 2.65 2.49 -40.2 -0.485    19.50 21.07 01a59733o0264o   0x0000           5     16.960405
59733.361998 19.696897      NaN       1.0     16 o    0     0.74 210.91067 54.31166  1807.78  7561.61 2.60 2.58 -47.3 -0.468    19.46 21.03 01a59733o0278o  0x80000           5     19.356015
59733.396324 19.491430      NaN      21.0     14 o    0     0.96 210.91067 54.31166  1803.94  7681.20 2.69 2.63 -32.0 -0.461    19.40 20.95 01a59733o0351o   0x0000           5     17.738527
59735.333392 19.922338      NaN       2.0     13 o    0     1.68 210.91067 54.31166  3629.04  8751.77 2.05 1.99   6.5 -0.422    19.40 20.47 02a59735o0210o   0x0000           5     16.960405
59735.336592 20.137125      NaN       7.0     10 o    0     1.71 210.91067 54.31166  3611.24  8713.64 2.02 1.87  23.9 -0.426    19.51 20.46 02a59735o0217o  0x80000           5     14.786999
59735.342995 19.922338      NaN     -23.0     13 o    0     1.04 210.91067 54.31166  3666.13  8789.46 2.03 1.87  16.3 -0.431    19.49 20.44 02a59735o0231o   0x0000           5     16.960405
59735.378027 19.841877      NaN     -11.0     14 o    0     0.90 210.91067 54.31166  3674.20  8670.92 2.10 1.90  26.1 -0.425    19.52 20.55 02a59735o0307o   0x0000           5     17.738527
59737.351861 19.631075      NaN     -16.0     17 o    0     1.12 210.91067 54.31166  9795.63  7400.68 2.81 2.76 -84.1 -0.446    19.24 20.46 01a59737o0252o  0x80000           5     20.190476
59737.355085 19.696897      NaN     -16.0     16 o    0     1.22 210.91067 54.31166  9818.25  7439.16 2.83 2.77  50.6 -0.438    19.26 20.48 01a59737o0259o   0x0000           5     19.356015
59737.362015 19.454622      NaN      17.0     16 o    0     1.01 210.91067 54.31166  9756.18  7367.17 2.80 2.76  77.3 -0.445    19.27 20.51 01a59737o0274o   0x0000           5     19.356015
59737.372641 19.696897      NaN     -16.0     16 o    0     1.00 210.91067 54.31166  9745.34  7489.10 3.00 2.74  30.4 -0.424    19.30 20.58 01a59737o0297o  0x80000           5     19.356015
59739.359942 19.287255      NaN      24.0     17 o    0     0.92 210.91067 54.31166  1116.53  5145.65 2.12 1.95  15.4 -0.460    19.25 20.00 02a59739o0265o   0x0000           5     20.190476
59739.363143 19.549093      NaN       6.0     18 o    0     0.85 210.91067 54.31166  1098.12  5108.60 2.11 2.01   0.7 -0.445    19.22 20.01 02a59739o0272o  0x80000           5     21.039376
59739.368645 19.696897      NaN       2.0     16 o    0     1.21 210.91067 54.31166  1155.76  5183.52 2.05 1.98   3.6 -0.461    19.25 19.99 02a59739o0284o   0x0000           5     19.356015
59739.378725 20.009244      NaN       5.0     12 o    0     1.56 210.91067 54.31166  1176.27  5064.16 2.09 1.94   2.8 -0.457    19.26 19.97 02a59739o0306o  0x80000           5     16.206645
59741.319292 19.197966      NaN       6.0     25 o    0     0.84 210.91067 54.31166  9788.92  7395.24 3.00 2.76  29.4 -0.433    18.94 19.82 01a59741o0181o  0x80000           5     27.270044
59741.324427 19.169763      NaN     -10.0     26 o    0     0.74 210.91067 54.31166  9811.95  7434.63 2.84 2.78  54.7 -0.443    19.01 19.83 01a59741o0192o  0x80000           5     28.189632
59741.328110 19.169763      NaN     -16.0     26 o    0     0.89 210.91067 54.31166  9750.84  7363.09 2.91 2.76  29.0 -0.443    18.95 19.82 01a59741o0200o  0x80000           5     28.189632
59741.341974 18.878500      NaN      41.0     22 o    0     1.54 210.91067 54.31166  9740.59  7483.17 2.85 2.77  27.5 -0.444    18.91 19.78 01a59741o0230o  0x80000           5     24.549039
59745.340962 19.128787      NaN     -26.0     27 o    0     0.84 210.91067 54.31166  5238.86  3594.40 3.01 2.94 -25.2 -0.444    18.68 19.57 01a59745o0222o   0x0000           5     29.114521
59745.344197 19.212347      NaN     -45.0     25 o    0     0.86 210.91067 54.31166  5262.83  3633.25 3.03 2.95 -10.9 -0.446    18.66 19.55 01a59745o0229o  0x80000           5     27.270044
59745.349728 19.169763      NaN       3.0     26 o    0     1.08 210.91067 54.31166  5202.82  3557.08 3.20 3.11 -34.9 -0.427    18.59 19.53 01a59745o0241o   0x0000           5     28.189632
59745.361762 19.128787      NaN      -5.0     27 o    0     0.81 210.91067 54.31166  5191.01  3675.07 3.02 2.91 -39.6 -0.441    18.64 19.49 01a59745o0267o   0x0000           5     29.114521
59749.325193 19.816329      NaN      12.0     12 o    0     1.29 210.91067 54.31166  5238.28  3593.79 2.79 2.72  -6.9 -0.458    19.40 20.99 01a59749o0093o  0x80000           5     16.206645
59749.330719 19.169763      NaN      11.0     24 o    0     0.74 210.91067 54.31166  5259.18  3632.09 2.81 2.70 -25.3 -0.460    18.86 20.34 01a59749o0105o   0x0000           5     26.356315
59749.334404 19.384550      NaN       9.0     20 o    0     0.78 210.91067 54.31166  5201.83  3556.31 2.81 2.74  19.2 -0.454    19.08 20.55 01a59749o0113o  0x80000           5     22.774006
59749.345007 19.841877      NaN       4.0     14 o    0     1.20 210.91067 54.31166  5189.75  3675.18 2.85 2.75 -24.7 -0.452    19.37 20.87 01a59749o0136o  0x80000           5     17.738527
59753.344055 19.569016      NaN      -5.0     18 o    0     1.03 210.91067 54.31166  8202.84  9277.97 5.18 3.99  40.7 -0.165    19.02 21.00 01a59753o0229o  0x80000           5     21.039376
59753.347283 19.922338      NaN       5.0     13 o    0     1.02 210.91067 54.31166  8224.48  9314.91 2.86 2.77  42.6 -0.457    19.42 21.01 01a59753o0236o  0x80000           5     16.960405
59753.353283 19.766969      NaN       0.0     15 o    0     1.05 210.91067 54.31166  8162.75  9243.34 3.19 2.80  41.6 -0.423    19.43 21.01 01a59753o0249o   0x0000           5     18.537943
59753.366193 19.696897      NaN       0.0     16 o    0     1.09 210.91067 54.31166  8147.52  9364.49 2.94 2.83  40.8 -0.445    19.37 20.97 01a59753o0277o   0x0000           5     19.356015
59757.296152 19.569016      NaN      -6.0     18 o    0     0.86 210.91067 54.31166  8184.69  9267.93 3.75 3.55  41.0 -0.365    19.14 21.05 01a59757o0123o  0x80000           5     21.039376
59757.299380 19.841877      NaN      -4.0     14 o    0     1.42 210.91067 54.31166  8208.03  9306.56 3.38 3.23  32.5 -0.408    19.29 21.05 01a59757o0130o  0x80000           5     17.738527
59757.306785 19.841877      NaN     -11.0     14 o    0     1.13 210.91067 54.31166  8145.34  9233.11 3.00 2.96  49.3 -0.434    19.39 21.02 01a59757o0146o   0x0000           5     17.738527
59757.319696 19.696897      NaN      -1.0     16 o    0     1.03 210.91067 54.31166  8132.96  9355.74 3.42 3.18  45.4 -0.399    19.25 21.02 01a59757o0174o  0x80000           5     19.356015
59761.327517 19.454622      NaN       1.0     20 o    0     1.07 210.91067 54.31166  3589.10  5852.32 4.17 3.94 -38.9 -0.434    18.92 20.91 01a59761o0062o  0x80000           5     22.774006
59761.330248 19.256669      NaN     -25.0     24 o    0     1.01 210.91067 54.31166  3610.89  5890.97 5.11 4.83 -32.4 -0.395    18.62 20.84 01a59761o0068o  0x80000           5     26.356315
59761.337092 19.569016      NaN      -1.0     18 o    0     1.10 210.91067 54.31166  3551.62  5814.88 3.82 3.49 -42.7 -0.427    19.04 20.92 01a59761o0083o  0x80000           5     21.039376
59761.349895 19.256669      NaN      -5.0     24 o    0     1.08 210.91067 54.31166  3538.42  5935.08 5.07 4.82 -28.7 -0.362    18.64 20.84 01a59761o0111o  0x80000           5     26.356315
59765.294069 19.922338      NaN       3.0     13 o    0     1.32 210.91067 54.31166  3578.59  5849.34 2.67 2.62   1.8 -0.473    19.34 20.70 01a59765o0120o  0x80000           5     16.960405
59765.297257 19.472870      NaN      16.0     16 o    0     0.87 210.91067 54.31166  3600.52  5888.16 2.75 2.68  13.2 -0.458    19.30 20.71 01a59765o0127o  0x80000           5     19.356015
59765.303659 19.569016      NaN      -3.0     18 o    0     1.17 210.91067 54.31166  3542.50  5811.98 3.09 2.90  36.6 -0.413    19.08 20.54 01a59765o0141o   0x0000           5     21.039376
59765.315093 19.226921      NaN      31.0     16 o    0     1.23 210.91067 54.31166  3527.58  5928.71 2.91 2.80 -33.0 -0.451    19.17 20.58 01a59765o0166o   0x0000           5     19.356015
59767.288533 16.502397      NaN      45.0    290 o    0     1.35 210.91067 54.31166  7136.64  6910.78 2.49 1.94  31.1 -0.461    15.98 16.00 02a59767o0075o 0x400802           5    290.204506
59767.292604 16.121004      NaN    -391.0    431 o    0     1.09 210.91067 54.31166  7116.73  6871.08 2.39 1.87  30.2 -0.479    16.03 16.04 02a59767o0084o 0x400802           5    431.137629
59767.298133 19.155932      NaN      24.0     20 o    0     1.72 210.91067 54.31166  7174.12  6951.78 2.26 1.89  35.2 -0.461    18.93 19.59 02a59767o0096o   0x0000           5     22.774006
59769.326444 17.995680      NaN     106.0     43 o    0     1.11 210.91067 54.31166  2048.39  9744.15 2.64 2.46 -55.2 -0.502    18.18 18.69 01a59769o0190o   0x0000           5     44.358261
